work_id,work_title,work_source,work_authors,referenced_work_ids,referenced_titles,referenced_sources,referenced_authors
w4303579230,an overview of violence detection techniques: current challenges and future directions,artificial intelligence review,"nadia mumtaz, naveed ejaz, shabana habib, syed muhammad mohsin, prayag tiwari, shahab s. band, neeraj kumar","w1503343880, w1522734439, w1952703253","spiking neural network training using evolutionary algorithms, learning spatiotemporal features with 3d convolutional networks, violence detection in video using computer vision techniques","proceedings. 2005 ieee international joint conference on neural networks, 2005., source not found, lecture notes in computer science","nicos g. pavlidis, o.k. tasoulis, vassilis p. plagianakos, georgios nikiforidis, michael n. vrahatis, du tran, lubomir bourdev, rob fergus, lorenzo torresani, manohar paluri, enrique bermejo, óscar déniz, gloria bueno, rahul sukthankar"
w4303710087,recent advances in the application of deep learning for fault diagnosis of rotating machinery using vibration signals,artificial intelligence review,"bayu adhi tama, malinda vania, seung‐chul lee, sunghoon lim","w1169095854, w1787224781, w1972542348","combination of process and vibration data for improved condition monitoring of industrial systems working under variable operating conditions, on pixel-wise explanations for non-linear classifier decisions by layer-wise relevance propagation, nonlinear model for condition monitoring of non-stationary vibration signals in ship driveline application","mechanical systems and signal processing, plos one, mechanical systems and signal processing","cristobal ruiz-cárcel, victor-hugo gonzalez, j.r. ottewill, yi cao, sebastian bach, alexander binder, grégoire montavon, frederick klauschen, klaus‐robert müller, wojciech samek, oscar cardona-morales, l. d. avendaño, g. castellanos-domínguez"
w4303984810,a scoping review on multi-fault diagnosis of industrial rotating machines using multi-sensor data fusion,artificial intelligence review,"shreyas gawde, shruti patil, satish kumar, ketan kotecha","w1539592559, w1572102331, w1851423869","a fuzzy bp approach for diagnosis and prognosis of bearing faults in induction motors, identification of false rotor fault indications produced by on-line mcsa for medium voltage induction machines, hybrid reasoning for prognostic learning in cbm systems","ieee power engineering society general meeting, 2005, source not found, source not found","b. satish, n.d.r. sarma, sang bin lee, doosoo hyun, tae-june kang, chanseung yang, sung-sik shin, heonyoung kim, sungbong park, tae-sik kong, hee‐dong kim, a.k. garga, kathy mcclintic, robert l. campbell, c. c. yang, m.s. lebold, todd a. hay, carl s. byington"
w4304098281,recent advances in decision trees: an updated survey,artificial intelligence review,"vinícius g. costa, carlos e. pedreira","w1509515766, w1519043595, w1544677222","unknown title, fifty years of classification and regression trees, a decision tree algorithm for ordinal classification","machine learning, international statistical review, lecture notes in computer science","foster provost, pedro domingos, wei‐yin loh, rob potharst, jan c. bioch"
w4304175779,non-rigid point set registration: recent trends and challenges,artificial intelligence review,"xiaohui yuan, amar maharjan","w1540704327, w1564871316, w1573751879","articulated non-rigid point set registration for human pose estimation from 3d sensors, recognizing objects in range data using regional point descriptors, a correlation-based approach to robust point set registration","sensors, lecture notes in computer science, lecture notes in computer science","ge song, guoliang fan, andrea frome, daniel huber, ravi krishna kolluri, thomas bülow, jitendra malik, yanghai tsin, takeo kanade"
w4304187656,a comprehensive survey on the sine–cosine optimization algorithm,artificial intelligence review,"rizk m. rizk‐allah, aboul ella hassanien","w1519405745, w1522942524, w1573125231","engineering optimization theory and practice, metaheuristic optimization: algorithm analysis and open problems, central force optimization: a new nature inspired computational framework for multidimensional search and optimization","source not found, lecture notes in computer science, studies in computational intelligence","singiresu s. rao, xin‐she yang, richard a. formato"
w4304698333,"deep learning, graph-based text representation and classification: a survey, perspectives and challenges",artificial intelligence review,"phu pham, loan t. t. nguyen, witold pedrycz, bay vo","w1832693441, w1902237438, w2120615054","convolutional neural networks for sentence classification, effective approaches to attention-based neural machine translation, a convolutional neural network for modelling sentences","source not found, proceedings of the 2021 conference on empirical methods in natural language processing, source not found","yoon kim, thang luong, hieu pham, christopher d. manning, nal kalchbrenner, edward grefenstette, phil blunsom"
w4306292106,"ai-big data analytics for building automation and management systems: a survey, actual challenges and future perspectives",artificial intelligence review,"yassine himeur, mariam elnour, fodil fadli, nader meskin, ioan petri, yacine rezgui, fayçal bensaali, abbes amira","w1209078686, w1520597531, w1954223889","autonomous hvac control, a reinforcement learning approach, safety considerations in the chemical process industries, emergency response in complex buildings: automated selection of safest and balanced routes","lecture notes in computer science, springer ebooks, computer-aided civil and infrastructure engineering","enda barrett, s.p. linder, stanley m. englund, vadim zverovich, lamine mahdjoubi, paweł bogusławski, fodil fadli, hichem barki"
w4306786778,deep multiagent reinforcement learning: challenges and directions,artificial intelligence review,"annie wong, thomas bäck, anna v. kononova, aske plaat","w107583932, w1192553058, w1528459956","on the sample complexity of reinforcement learning, evolutionary dynamics of multi-agent learning: a survey, helping behavior and altruism: an empirical and conceptual overview","doctoral thesis, ucl (university college london)., journal of artificial intelligence research, advances in experimental social psychology","sham m. kakade, daan bloembergen, karl tuyls, daniel hennes, michael kaisers, john f. dovidio"
w4307129239,self-dependence multi-label learning with double k for missing labels,artificial intelligence review,"kun qian, xue-yang min, yusheng cheng, guojie song, fan min","w1589362500, w1638081485, w1969954882","scene classification via plsa, measuring statistical dependence with hilbert-schmidt norms, learning low-rank label correlations for multi-label classification with missing labels","lecture notes in computer science, lecture notes in computer science, source not found","anna bosch, andrew zisserman, xavier muñoz, arthur gretton, olivier bousquet, alex smola, bernhard schölkopf, linli xu, zhen wang, zefan shen, yubo wang, enhong chen"
w4307243336,a survey of designing convolutional neural network using evolutionary algorithms,artificial intelligence review,"vidyanand mishra, lalit kane","w1034159276, w1486140585, w1536680647","towards dropout training for convolutional neural networks, meta-heuristics: advances and trends in local search paradigms for optimization, fast r-cnn","neural networks, springer ebooks, source not found","haibing wu, xiaodong gu, stefan voß, ibrahim h. osman, catherine roucairol, ross girshick"
w4307321238,"short text topic modelling approaches in the context of big data: taxonomy, survey, and analysis",artificial intelligence review,"belal abdullah hezam murshed, m suresha, jemal abawajy, mufeed ahmed naji saif, hasib daowd esmail al-ariki, hudhaifa mohammed abdulwahab","w1512012700, w1590495275, w1714665356","dynamic topic‐related tweet retrieval, predicting elections with twitter: what 140 characters reveal about political sentiment, a biterm topic model for short texts","journal of the association for information science and technology, proceedings of the international aaai conference on web and social media, source not found","juan m. cotelo, fermín l. cruz, josé a. troyano, andranik tumasjan, timm o. sprenger, philipp sandner, isabell m. welpe, xiaohui yan, jiafeng guo, yanyan lan, xueqi cheng"
