work_id,topic,subfield,field,domain
W4318340592,Analysis of Three-Dimensional Shape Structures,Computational Mechanics,Engineering,Physical Sciences
W4318340592,Simultaneous Localization and Mapping,Aerospace Engineering,Engineering,Physical Sciences
W4318340592,Stereo Vision and Depth Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4318475704,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4318475704,Digital Image Forgery Detection and Identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4318475704,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4318481158,Sampling-Based Motion Planning Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4318481158,Self-Reconfigurable Robotic Systems and Modular Robotics,Mechanical Engineering,Engineering,Physical Sciences
W4318481158,Biologically Inspired Adaptive Network Design,Biomedical Engineering,Engineering,Physical Sciences
W4318483587,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4318483587,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4318483587,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4318595446,Detection and Prevention of Phishing Attacks,Information Systems,Computer Science,Physical Sciences
W4318595446,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4318595446,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4318979379,Face Recognition and Dimensionality Reduction Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4318979379,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
W4318979379,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4319302037,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4319302037,Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4319302037,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4319304622,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4319304622,Learning and Inference in Bayesian Networks,Artificial Intelligence,Computer Science,Physical Sciences
W4319304622,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
W4319338312,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4319338312,Theoretical Framework of Cognitive Informatics and Computational Intelligence,Artificial Intelligence,Computer Science,Physical Sciences
W4319338312,Industry 4.0 and Digital Transformation in Manufacturing,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4319733201,Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences
W4319733201,Statistical Mechanics of Complex Networks,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4319733201,Understanding Human Mobility Patterns,Transportation,Social Sciences,Social Sciences
W4319791194,Econophysics: Complexity in Financial Markets,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W4319791194,Electricity Price and Load Forecasting Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4319791194,Predicting Stock Market Trends and Movements,Management Science and Operations Research,Decision Sciences,Social Sciences
W4320035261,Wireless Energy Harvesting and Information Transfer,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4320035261,Wireless Sensor Networks: Survey and Applications,Computer Networks and Communications,Computer Science,Physical Sciences
W4320035261,Ad Hoc Wireless Networks Research,Computer Networks and Communications,Computer Science,Physical Sciences
W4320490631,Economics of Professional Sports and Prediction Markets,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W4320490631,Physics-Informed Neural Networks for Scientific Computing,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4320490631,Generative Adversarial Networks in Image Processing,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4321108604,Time Series Forecasting Methods,Management Science and Operations Research,Decision Sciences,Social Sciences
W4321108604,Health Effects of Air Pollution,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
W4321108604,Low-Cost Air Quality Monitoring Systems,Environmental Engineering,Environmental Science,Physical Sciences
W4321238586,Scale Effects in Hydraulic Engineering Models,Civil and Structural Engineering,Engineering,Physical Sciences
W4321238586,Ecological Dynamics of Riverine Landscapes,Ecology,Environmental Science,Physical Sciences
W4321238586,Hydrological Modeling using Machine Learning Methods,Environmental Engineering,Environmental Science,Physical Sciences
W4321249736,Adverse Drug Reactions and Pharmacovigilance,Toxicology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
W4321249736,Computational Methods in Drug Discovery,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4321249736,Drug Metabolism and Pharmacogenomics,Pharmacology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
W4321352114,Classification of Brain Tumor Type and Grade,Neurology,Neuroscience,Life Sciences
W4321352114,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4321352114,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4321437593,Artificial Immune Systems in Science and Engineering,Biomedical Engineering,Engineering,Physical Sciences
W4321437593,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4321437593,Type-2 Fuzzy Logic Systems and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4321496408,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4321496408,Crowdsourcing for Research and Data Collection,Computer Science Applications,Computer Science,Physical Sciences
W4321496408,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4321497407,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4321497407,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4321497407,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4321617535,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4321617535,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4321617535,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4321617765,Computational Thinking in Education,Computer Science Applications,Computer Science,Physical Sciences
W4321617765,Gamification in Education and Learning,Developmental and Educational Psychology,Psychology,Social Sciences
W4321617765,Educational Data Mining and Learning Analytics,Computer Science Applications,Computer Science,Physical Sciences
W4321617771,Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4321617771,Visual Question Answering in Images and Videos,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4321617771,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4321618002,Quality Function Deployment in Product Development and Management,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences
W4321618002,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4321618002,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4321769603,Hydrogen Energy Systems and Technologies,Energy Engineering and Power Technology,Energy,Physical Sciences
W4321769603,Control and Synchronization in Microgrid Systems,Control and Systems Engineering,Engineering,Physical Sciences
W4321769603,Demand Response in Smart Grids,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4321789106,Isogeometric Analysis in Computational Engineering,Computational Mechanics,Engineering,Physical Sciences
W4322217101,Methods for Causal Inference in Observational Studies,Statistics and Probability,Mathematics,Physical Sciences
W4322217101,Learning and Inference in Bayesian Networks,Artificial Intelligence,Computer Science,Physical Sciences
W4322493038,Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences
W4322493038,Characterization and Detection of Android Malware,Signal Processing,Computer Science,Physical Sciences
W4322493038,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4322493542,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4322493542,Demand Response in Smart Grids,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4322493542,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4322733148,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4322733148,Characterization of Surface Roughness in Optical Components,Computational Mechanics,Engineering,Physical Sciences
